entity,count,IUPACname,cid
PLERIXAFOR,8,"1-[[4-(1,4,8,11-tetrazacyclotetradec-1-ylmethyl)phenyl]methyl]-1,4,8,11-tetrazacyclotetradecane",65015
"PLAG, 1-PALMITOYL-2-LINOLEOYL-3-ACETYL-RAC-GLYCEROL",8,"(1-acetyloxy-3-hexadecanoyloxypropan-2-yl) (9Z,12Z)-octadeca-9,12-dienoate",9960925
SNT,8,"4-benzyl-N-[(3,5-dimethyl-1-phenylpyrazol-4-yl)methyl]piperazin-1-amine",72706114
SPEXIN,8,"(2S)-2-[[(2S)-2-[[2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-1-[(2S,3R)-2-[[(2S)-2-[[(2S)-2,4-diamino-4-oxobutanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]-3-hydroxybutanoyl]pyrrolidine-2-carbonyl]amino]-5-oxopentanoyl]amino]propanoyl]amino]-4-methylsulfanylbutanoyl]amino]-4-methylpentanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylpentanoyl]amino]hexanoyl]amino]acetyl]amino]propanoyl]amino]pentanediamide",122705996
SS,8,(2S)-2-[[(2S)-2-amino-3-hydroxypropanoyl]amino]-3-hydroxypropanoic acid,7019105
SOX,8,"(2S,4S,5R,6R)-3,3-dimethyl-4,7-dioxo-6-[(2-phenylacetyl)amino]-4lambda4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",9543435
SORBITOL,8,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",5780
RUBIDIUM,8,rubidium,5357696
ROFLUMILAST,8,"3-(cyclopropylmethoxy)-N-(3,5-dichloropyridin-4-yl)-4-(difluoromethoxy)benzamide",449193
ROHYPNOL,8,"5-(2-fluorophenyl)-1-methyl-7-nitro-3H-1,4-benzodiazepin-2-one",3380
ROXADUSTAT,8,2-[(4-hydroxy-1-methyl-7-phenoxyisoquinoline-3-carbonyl)amino]acetic acid,11256664
SCT,8,"1-[(1S,3S,4R,5S)-3-hydroxy-4-(hydroxymethyl)-1-bicyclo[3.1.0]hexanyl]-5-methylpyrimidine-2,4-dione",447628
SCOPOLETIN,8,7-hydroxy-6-methoxychromen-2-one,5280460
"SAVOLITINIB, VOLITINIB, AZD6094, HMPL-504",8,"3-[(1S)-1-imidazo[1,2-a]pyridin-6-ylethyl]-5-(1-methylpyrazol-4-yl)triazolo[4,5-b]pyrazine",68289010
BILIVERDIN,8,"3-[(2Z,5Z)-2-[[3-(2-carboxyethyl)-5-[(Z)-(3-ethenyl-4-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methylidene]-5-[(4-ethenyl-3-methyl-5-oxopyrrol-2-yl)methylidene]-4-methylpyrrol-3-yl]propanoic acid",5280353
BIOSOL,8,3-methyl-4-propan-2-ylphenol,18597
BICALUTAMIDE,8,N-[4-cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorophenyl)sulfonyl-2-hydroxy-2-methylpropanamide,2375
BENDIOCARB,8,"(2,2-dimethyl-1,3-benzodioxol-4-yl) N-methylcarbamate",2314
BROMUCONAZOLE,8,"1-[[4-bromo-2-(2,4-dichlorophenyl)oxolan-2-yl]methyl]-1,2,4-triazole",3444
"BLEX, PIRIMIPHOS-METHYL",8,"4-dimethoxyphosphinothioyloxy-N,N-diethyl-6-methylpyrimidin-2-amine",34526
BIXIN,8,"(2E,4E,6E,8E,10E,12E,14E,16Z,18E)-20-methoxy-4,8,13,17-tetramethyl-20-oxoicosa-2,4,6,8,10,12,14,16,18-nonaenoic acid",5281226
"AS-IV, ASTRAGALOSIDE IV",8,"(2R,3R,4S,5S,6R)-2-[[(1S,3R,6S,8R,9S,11S,12S,14S,15R,16R)-14-hydroxy-15-[(2R,5S)-5-(2-hydroxypropan-2-yl)-2-methyloxolan-2-yl]-7,7,12,16-tetramethyl-6-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-9-pentacyclo[9.7.0.01,3.03,8.012,16]octadecanyl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",13943297
ATROPINE,8,"[(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate",174174
APIIN,8,"7-[(2S,3R,4S,5S,6R)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromen-4-one",5280746
AZD4831,8,"1-[[2-[(1R)-1-aminoethyl]-4-chlorophenyl]methyl]-2-sulfanylidene-5H-pyrrolo[3,2-d]pyrimidin-4-one",121362450
"AZITHROMYCIN, AZM",8,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one",447043
"CGMP, C-GMP, CYCLIC GUANOSINE MONOPHOSPHATE",8,"9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-1H-purin-6-one",135398570
CGB,8,"(1R,2S,3R,4S,5R)-8-azabicyclo[3.2.1]octane-1,2,3,4-tetrol",124434
CLOZAPINE,8,"3-chloro-6-(4-methylpiperazin-1-yl)-11H-benzo[b][1,4]benzodiazepine",135398737
CILASTATIN,8,"(Z)-7-[(2R)-2-amino-2-carboxyethyl]sulfanyl-2-[[(1S)-2,2-dimethylcyclopropanecarbonyl]amino]hept-2-enoic acid",6435415
BUPRENORPHINE,8,"(1S,2S,6R,14R,15R,16R)-5-(cyclopropylmethyl)-16-[(2S)-2-hydroxy-3,3-dimethylbutan-2-yl]-15-methoxy-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11-trien-11-ol",644073
"C17:0, MARGARIC ACID, HEPTADECANOIC ACID",8,heptadecanoic acid,10465
CARDAMONIN,8,"(E)-1-(2,4-dihydroxy-6-methoxyphenyl)-3-phenylprop-2-en-1-one",641785
"CARBOXYMETHYL CELLULOSE, CARBOXYMETHYLCELLULOSE, CM-CELLULOSE",8,"acetic acid;2,3,4,5,6-pentahydroxyhexanal",24748
CALYCOSIN,8,7-hydroxy-3-(3-hydroxy-4-methoxyphenyl)chromen-4-one,5280448
CAPSAICIN,8,(E)-N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnon-6-enamide,1548943
CARBIMAZOLE,8,ethyl 3-methyl-2-sulfanylideneimidazole-1-carboxylate,31072
"3-N-BUTYLPHTHALIDE, BUTYLPHTHALIDE",8,3-butyl-3H-2-benzofuran-1-one,61361
25-HYDROXY VITAMIN D,8,"(3E)-3-[(2E)-2-[1-(6-hydroxy-6-methylheptan-2-yl)-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",5353325
2ME,8,methoxyethane,10903
5-HYDROXYISOURATE,8,"5-hydroxy-3,7-dihydropurine-2,6,8-trione",250388
"5-ASA, MESALAZINE, MESALAMINE",8,5-amino-2-hydroxybenzoic acid,4075
"4-AMINOPHENOL, P-AMINOPHENOL",8,4-aminophenol,403
ALUMINUM HYDROXIDE,8,aluminum;trihydroxide,10176082
AOE,8,"N-butyl-11-[(7R,8R,9S,13S,14S,17S)-3,17-dihydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-7-yl]-N-methylundecanamide",104772
AMPICILLIN,8,"(2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",6249
"AFM1, AFLATOXIN M1",8,"(3R,7R)-3-hydroxy-11-methoxy-6,8,19-trioxapentacyclo[10.7.0.02,9.03,7.013,17]nonadeca-1,4,9,11,13(17)-pentaene-16,18-dione",15558498
FR,8,francium,6328145
FPN,8,4-fluorophenol,9732
FUMARIC ACID,8,(E)-but-2-enedioic acid,444972
FLUMATINIB,8,4-[(4-methylpiperazin-1-yl)methyl]-N-[6-methyl-5-[(4-pyridin-3-ylpyrimidin-2-yl)amino]pyridin-3-yl]-3-(trifluoromethyl)benzamide,46848036
FLUTAMIDE,8,2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,3397
FINERENONE,8,"(4S)-4-(4-cyano-2-methoxyphenyl)-5-ethoxy-2,8-dimethyl-1,4-dihydro-1,6-naphthyridine-3-carboxamide",60150535
GLUCOMANNAN,8,"(2S,3S,4S,5S,6R)-2-[(2R,3S,4R,5R,6S)-6-[(2R,3S,4R,5S,6S)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,4R,5S,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",24892726
"GLYCYRRHIZIN, GLYCYRRHIZIC ACID",8,"(2S,3S,4S,5R,6R)-6-[(2S,3R,4S,5S,6S)-2-[[(3S,4aR,6aR,6bS,8aS,11S,12aR,14aR,14bS)-11-carboxy-4,4,6a,6b,8a,11,14b-heptamethyl-14-oxo-2,3,4a,5,6,7,8,9,10,12,12a,14a-dodecahydro-1H-picen-3-yl]oxy]-6-carboxy-4,5-dihydroxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",14982
GSE,8,(2S)-2-amino-5-[[(2R)-1-[(2-methoxy-2-oxoethyl)amino]-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,452938
"HCYS, 2-AMINO-3-MERCAPTOPROPANOIC ACID",8,2-amino-3-sulfanylpropanoic acid,594
DACLATASVIR,8,methyl N-[(2S)-1-[(2S)-2-[5-[4-[4-[2-[(2S)-1-[(2S)-2-(methoxycarbonylamino)-3-methylbutanoyl]pyrrolidin-2-yl]-1H-imidazol-5-yl]phenyl]phenyl]-1H-imidazol-2-yl]pyrrolidin-1-yl]-3-methyl-1-oxobutan-2-yl]carbamate,25154714
DABIGATRAN,8,3-[[2-[(4-carbamimidoylanilino)methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoic acid,216210
CYTOSINE,8,6-amino-1H-pyrimidin-2-one,597
"CYTARABINE, ARA-C, CYTOSINE ARABINOSIDE",8,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",6253
"DHI, 5,6-DIHYDROXYINDOLE",8,"1H-indole-5,6-diol",114683
DICLAZURIL,8,"2-(4-chlorophenyl)-2-[2,6-dichloro-4-(3,5-dioxo-1,2,4-triazin-2-yl)phenyl]acetonitrile",456389
DEFERASIROX,8,"4-[3,5-bis(2-hydroxyphenyl)-1,2,4-triazol-1-yl]benzoic acid",214348
COSTUNOLIDE,8,"(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one",5281437
CORIANDER,8,"chromen-2-one;3,7-dimethylocta-1,6-dien-3-ol;17-(5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",6850762
"CUFE2O4, COPPER-IRON OXIDE",8,copper;oxido(oxo)iron,16217788
CYSTEAMINE,8,2-aminoethanethiol,6058
ENTRECTINIB,8,"N-[5-[(3,5-difluorophenyl)methyl]-1H-indazol-3-yl]-4-(4-methylpiperazin-1-yl)-2-(oxan-4-ylamino)benzamide",25141092
EEO,8,(2R)-1-[(2S)-2-methyl-3-sulfanylpropanoyl]azepane-2-carboxylic acid,155289200
ESV,8,N'-[N'-(2-methylbutan-2-yl)-N-pyridin-3-ylcarbamimidoyl]methanimidamide,163410329
DSP,8,disodium;hydrogen phosphate,24203
DSA,8,"N,N-diphenyl-4-[(E)-2-[10-[(E)-2-[4-(N-phenylanilino)phenyl]ethenyl]anthracen-9-yl]ethenyl]aniline",21349150
DXB,8,"(2S,3R)-3-[(1S,3S,4S)-3,4-dihydroxy-1-methoxy-2-oxopentyl]-2,6,8,9-tetrahydroxy-7-methyl-3,4-dihydro-2H-anthracen-1-one",11987650
NICERGOLINE,7,"[(6aR,9R,10aS)-10a-methoxy-4,7-dimethyl-6a,8,9,10-tetrahydro-6H-indolo[4,3-fg]quinolin-9-yl]methyl 5-bromopyridine-3-carboxylate",34040
"NFS, NITROFURAZONE",7,[(E)-(5-nitrofuran-2-yl)methylideneamino]urea,5447130
NORFLOXACIN,7,1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,4539
"MYRISTIC ACID, TETRADECANOIC ACID, C14:0",7,tetradecanoic acid,11005
MOXIFLOXACIN,7,"7-[(4aS,7aS)-1,2,3,4,4a,5,7,7a-octahydropyrrolo[3,4-b]pyridin-6-yl]-1-cyclopropyl-6-fluoro-8-methoxy-4-oxoquinoline-3-carboxylic acid",152946
"MPTP, 1-METHYL-4-PHENYL-1,2,3,6-TETRAHYDROPYRIDINE",7,"1-methyl-4-phenyl-3,6-dihydro-2H-pyridine",1388
OAP,7,[dimethyl-(trimethylsilylamino)silyl]methane,13838
PEC,7,(2R)-2-amino-3-(2-pyridin-4-ylethylsulfanyl)propanoic acid,1778821
PCC,7,1-piperidin-1-ylcyclohexane-1-carbonitrile,62529
PCO,7,"(2R)-2,4-dihydroxy-3,3-dimethyl-N-[3-oxo-3-[[(Z)-2-sulfanylethenyl]amino]propyl]butanamide",447227
PCPC,7,"[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl [(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-4-hydroxy-2-(phosphonooxymethyl)oxolan-3-yl] hydrogen phosphate",87057586
"PCX, PROCARBAZINE",7,4-[(2-methylhydrazinyl)methyl]-N-propan-2-ylbenzamide,4915
PFC,7,"(3S,6S,9S,15R)-15-benzyl-3,6,9-tris[3-[hydroxy(1-hydroxyethyl)amino]propyl]-1,4,7,10,13,16-hexazacyclooctadec-12-ene-2,5,8,11,14,17-hexone;iron",448135
PGS,7,"[(2S)-2,3-bis[(3R,7R,11R)-3,7,11,15-tetramethylhexadecoxy]propyl] [(2S)-2-hydroxy-3-sulfooxypropyl] hydrogen phosphate",53477526
ORX,7,(2R)-5-amino-2-[[amino-[3-hydroxy-2-methyl-5-(phosphonooxymethyl)pyridin-4-yl]methylidene]amino]pentanoic acid,448645
"OLEOYLETHANOLAMIDE, OEA, OLEYLETHANOLAMIDE",7,(Z)-N-(2-hydroxyethyl)octadec-9-enamide,5283454
PAR,7,"(3R,5S,6R)-6-methyloxane-2,3,5-triol",12303783
L-LACTIC ACID,7,(2S)-2-hydroxypropanoic acid,107689
L-LACTATE,7,(2S)-2-hydroxypropanoate,5460161
KFX,7,"N-[(5,8-dimethyl-3H-[1,2,4]triazolo[1,5-a]pyrazin-4-ium-2-yl)methyl]-2-methyl-5-phenyl-1,2,4-triazol-3-amine",165416221
KDF,7,"(2R,4S,5R)-2,4-dihydroxy-5-(hydroxymethyl)oxolane-2-carboxylic acid",16750129
"KCN, POTASSIUM CYANIDE",7,potassium;cyanide,9032
"LAMIVUDINE, 3TC",7,"4-amino-1-[(2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one",60825
LATAMOXEF,7,"(6R,7R)-7-[[2-carboxy-2-(4-hydroxyphenyl)acetyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",47499
LATHOSTEROL,7,"(3S,5S,9R,10S,13R,14R,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",65728
"LAURIC ACID, DAO",7,dodecanoic acid,3893
"IODIDE, I-",7,iodide,30165
MET-CYS,7,2-[(2-amino-4-methylsulfanylbutanoyl)amino]-3-sulfanylpropanoic acid,18218227
MERCURY CHLORIDE,7,chloromercury,24182
MLX,7,"2,2,2-trifluoro-N-[3-(4-nitro-N-(2-sulfanylacetyl)anilino)propyl]acetamide",131953447
MILTEFOSINE,7,hexadecyl 2-(trimethylazaniumyl)ethyl phosphate,3599
MEXILETINE,7,"1-(2,6-dimethylphenoxy)propan-2-amine",4178
LOBAPLATIN,7,[2-(aminomethyl)cyclobutyl]methanamine;2-oxidopropanoate;platinum(4+),24202037
"LITHIUM ION, LI+, LITHIUM-ION",7,lithium(1+),28486
"MANNITOL, MANITOL",7,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",6251
MANNAN,7,"(2S,3S,4S,5S,6R)-2-[(2R,3S,4R,5R,6S)-6-[(2R,3S,4R,5S,6S)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,3R,4R,5S,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",25147451
MANEB,7,manganese(2+);N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate,3032581
LYSOPHOSPHATIDYLETHANOLAMINE,7,[(2R)-3-acetyloxy-2-hydroxypropyl] 2-aminoethyl phosphate,73755142
"LYXITOL, ARABITOL",7,"(2R,4R)-pentane-1,2,3,4,5-pentol",94154
TRIAMTERENE,7,"6-phenylpteridine-2,4,7-triamine",5546
TRANSFERRIN,7,N-[1-(2-carbamoylpyrrolidin-1-yl)-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide,32281
TOPOTECAN,7,"(19S)-8-[(dimethylamino)methyl]-19-ethyl-7,19-dihydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaene-14,18-dione",60700
TMU,7,"1,1,3,3-tetramethylurea",12437
TOLUENE,7,toluene,1140
"TOLUIDINE BLUE, TOLUIDINE BLUE O",7,(7-amino-8-methylphenothiazin-3-ylidene)-dimethylazanium;chloride,7083
STRICTININ,7,"[(10S,11R,12R,13S,15R)-3,4,5,11,12,21,22,23-octahydroxy-8,18-dioxo-9,14,17-trioxatetracyclo[17.4.0.02,7.010,15]tricosa-1(23),2,4,6,19,21-hexaen-13-yl] 3,4,5-trihydroxybenzoate",73330
TDO,7,"[(2R,3R,4S,6S)-3,4-dihydroxy-6-methyl-5-oxooxan-2-yl] [hydroxy-[[(2R,3S,5R)-3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] hydrogen phosphate",443211
"TANNIC ACID, GALLOTANNIN",7,"[2,3-dihydroxy-5-[[(2R,3R,4S,5R,6S)-3,4,5,6-tetrakis[[3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyl)oxybenzoyl]oxy]oxan-2-yl]methoxycarbonyl]phenyl] 3,4,5-trihydroxybenzoate",16129778
TAUROCHOLIC ACID,7,"2-[[(4R)-4-[(3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]ethanesulfonic acid",6675
WFA,7,"1-[2-[3-(2,4-diamino-6-ethylpyrimidin-5-yl)oxypropylamino]phenyl]piperidine-4-carboxylic acid",155928411
VITAMIN K1,7,"2-methyl-3-[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enyl]naphthalene-1,4-dione",5284607
VITAMIN B1,7,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol;chloride",6042
ZJP,7,"cyclopentyl N-[(1S,4R,6S,7Z,14S,18R)-18-(7-methoxy-3-methylquinoxalin-2-yl)oxy-4-[(1-methylcyclopropyl)sulfonylcarbamoyl]-2,15-dioxo-3,16-diazatricyclo[14.3.0.04,6]nonadec-7-en-14-yl]carbamate",137652104
ZRO2,7,dioxozirconium,62395
ZOE,7,"6-[5-[(3aS,4S,5S,6aR)-2,5-dioxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoylamino]hexanoic acid",90478325
TRICLOSAN,7,"5-chloro-2-(2,4-dichlorophenoxy)phenol",5564
UWA,7,"3-(7-ethoxynaphthalen-2-yl)-1-(2-methylpropyl)pyrazolo[3,4-d]pyrimidin-4-amine",78673873
"STEVIA, REBAUDIOSIDE A",7,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1R,4S,5R,9S,10R,13S)-13-[(2S,3R,4S,5R,6R)-5-hydroxy-6-(hydroxymethyl)-3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxan-2-yl]oxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylate",6918840
REMDESIVIR,7,"2-ethylbutyl (2S)-2-[[[(2R,3S,4R,5R)-5-(4-aminopyrrolo[2,1-f][1,2,4]triazin-7-yl)-5-cyano-3,4-dihydroxyoxolan-2-yl]methoxy-phenoxyphosphoryl]amino]propanoate",121304016
"RHODAMINE 6G, R6G, RHODAMINE-6G",7,"[9-(2-ethoxycarbonylphenyl)-6-(ethylamino)-2,7-dimethylxanthen-3-ylidene]-ethylazanium;chloride",13806
POTASSIUM BROMATE,7,potassium;bromate,23673461
PHTHALATE,7,phthalate,181977
PROPRANOLOL,7,1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol,4946
PPT,7,"4-[2,5-bis(4-hydroxyphenyl)-4-propylpyrazol-3-yl]phenol",5040063
PRADEFOVIR,7,"9-[2-[[(2R,4S)-4-(3-chlorophenyl)-2-oxo-1,3,2lambda5-dioxaphosphinan-2-yl]methoxy]ethyl]purin-6-amine",9604654
"SO2, SULFUR DIOXIDE",7,sulfur dioxide,1119
SME,7,"methyl (1S,4aS,5S,7aS)-5-hydroxy-7-(hydroxymethyl)-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylate",6325021
"SITOSTEROL, PHYTOSTEROL",7,"(3S,8S,9S,10R,13R,14S,17R)-17-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",222284
SORAFENIB,7,4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]phenoxy]-N-methylpyridine-2-carboxamide,216239
RTN,7,3-[2-amino-6-(2-methylphenyl)quinolin-3-yl]-N-cyclohexylpropanamide,53236890
RICININE,7,4-methoxy-1-methyl-2-oxopyridine-3-carbonitrile,10666
ROPIVACAINE,7,"(2S)-N-(2,6-dimethylphenyl)-1-propylpiperidine-2-carboxamide",175805
SCUTELLARIN,7,"(2S,3S,4S,5R,6S)-6-[5,6-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",185617
BRH,7,"(2S)-2-amino-3-(4-bromo-3-oxo-1,2-oxazol-5-yl)propanoic acid",447082
BS,7,butyl octadecanoate,31278
BROMOBENZENE,7,bromobenzene,7961
BEDAQUILINE,7,"(1R,2S)-1-(6-bromo-2-methoxyquinolin-3-yl)-4-(dimethylamino)-2-naphthalen-1-yl-1-phenylbutan-2-ol",5388906
ASTILBIN,7,"(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3-dihydrochromen-4-one",119258
"ATT, 5-AMINO-1,3,4-THIADIAZOLE-2-THIOL, 5-AMINO-2-MERCAPTO-1,3,4-THIADIAZOLE, 2-AMINO-5-MERCAPTO-1,3,4-THIADIAZOLE",7,"5-amino-3H-1,3,4-thiadiazole-2-thione",2723847
ATENOLOL,7,2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,2249
ARTESUNATE,7,"4-oxo-4-[[(1R,4S,5R,8S,9R,10S,12R,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-yl]oxy]butanoic acid",6917864
"ARISTOLOCHIC ACID, ARISTOLOCHIC ACID I",7,"8-methoxy-6-nitronaphtho[2,1-g][1,3]benzodioxole-5-carboxylic acid",2236
BARICITINIB,7,"2-[1-ethylsulfonyl-3-[4-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)pyrazol-1-yl]azetidin-3-yl]acetonitrile",44205240
CELLULOSE ACETATE,7,"[(2R,3S,4S,5R,6R)-5-acetyloxy-3,4,6-trihydroxyoxan-2-yl]methyl acetate",139600838
CLAY,7,dialuminum;oxygen(2-);silicon(4+),56841952
CNO,7,"3-chloro-6-(4-methyl-4-oxidopiperazin-4-ium-1-yl)-11H-benzo[b][1,4]benzodiazepine",135445691
CHRYSOPHANOL,7,"1,8-dihydroxy-3-methylanthracene-9,10-dione",10208
CABERGOLINE,7,"(6aR,9R,10aR)-N-[3-(dimethylamino)propyl]-N-(ethylcarbamoyl)-7-prop-2-enyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",54746
BUT,7,"(2,2,2-trichloro-1-dimethoxyphosphorylethyl) butanoate",31343
"C15:0, PENTADECANOIC ACID",7,pentadecanoic acid,13849
"CAROTENE, ALPHA-CAROTENE",7,"1,3,3-trimethyl-2-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-3,7,12,16-tetramethyl-18-[(1R)-2,6,6-trimethylcyclohex-2-en-1-yl]octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohexene",6419725
3-MCPD,7,"3-chloropropane-1,2-diol",7290
"4-HYDROXYBENZOIC ACID, 4-HYDROXY BENZOIC ACID, PARAHYDROXYBENZOIC ACID, P-HYDROXYBENZOIC ACID",7,4-hydroxybenzoic acid,135
ALOGLIPTIN,7,"2-[[6-[(3R)-3-aminopiperidin-1-yl]-3-methyl-2,4-dioxopyrimidin-1-yl]methyl]benzonitrile",11450633
AMINOGUANIDINE,7,2-aminoguanidine,2146
ALFACALCIDOL,7,"(1R,3S,5Z)-5-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",5282181
"ALIZARIN, AZ",7,"1,2-dihydroxyanthracene-9,10-dione",6293
"AMINOADIPIC ACID, ALPHA-AMINOADIPIC ACID, 2-AMINOADIPIC ACID, DL-2-AMINOADIPIC ACID",7,2-aminohexanedioic acid,469
